Response,Tweet
Positive,searching some photographs of Baek Sung Hyun. gawd. he looks a lot like someone I know. *wiwit!* 
Positive,"Looking for sponsors for a charity event. If you're interested or know anyone that is, let me know! "
Positive,"Platypus Lite is live on the App Store... Enjoy a bit a free gaming, which includes the two players option over the wifi "
Positive,goin home. will be reflecting bout &quot;emptiness&quot; on my way home... will continue listening to the podacast later. the rain fits the mood. 
Positive,@georgew0304 it's scrummy especially crunchy 
Positive,feels full house baby  http://plurk.com/p/wyr4b
Positive,now going to sleep @ 5:34 Am ... dis da life !! LOL 
Positive,@CateP36 I have to admit I can be directed to do a lot of things with a #timtam or 2. 
Positive,Bought WWE Greatest Stars of The 90's DVD yesterday and excited to watch it on weekends  I'm sure my HBK is one of the GREATEST )
Positive,http://twitpic.com/669fc - The telltale signs have appeared ... a new Slung Low show is on tonight 
Positive,@bethsysays thanks yeah i figured why not put up the douchey maine one hopefully at warped ill get way more 
Positive,"@TomFelton Ow, your mum is so cute *-* what's her name? And I voted in you too "
Positive,"@Poidoghomeslice Hell yah!  You know, I went to high school with Jordan Farmar "
Positive,@nazra I gladly take any Guiness record as long as I'm feature in the book 
Positive,signing off now...till tomorrow tweeps!!! Saturday it is here...yesss!!!...enjoy and love life 
Positive,Obbsessed out today...!  woop woop!
Positive,planning my summer vac! 
Positive,"@PennyGolightly Oooh - looks fabulous! I must buy one immediately. Oh, I already have...! "
Positive,Okay now lets try a twit pic  Will it work??.................My Office garden : http://twitpic.com/669f5
Positive,My first twwweeeeeettt yeeeah 
Positive,�iandien Theodor Bastard Mulen Rouge 19:30. B?siu ir rekomenduoju 
Positive,"@nlowen1lsu watch it next week, I'll even remind you   it'll all make sense lol"
Positive,@kashaziz both ears open meaning it goes in one and out the other... LOL! 
Positive,@ChaseVS One of the best concerts I have ever been too! Prince was speaking the gospel. Amen  I should add u
Positive,@little_judyka Juditka itt a pasid! 
Positive,@hulaflvrdjellyb Heyyy. Everythings good. Happy that I finally got ch.39 out!  I see you got the FAA tee! Lucky! I need to get myself one!
Positive,"http://twitpic.com/669gt - California Sunbounce Mini Zebra, hell yeah baby "
Positive,"@ItsReally_SB; long time no talk, hope all is well "
Positive,@chrisandharvey thanks! that is exactly what I wanted to hear 
Positive,Cancom have been added to Flying Pig Jobs 
Positive,The Deadliest Creatures on Earth? http://bit.ly/OUrm - Some of them can be vicious I do agree 
Positive,I have my high school reunion today (10 years after)...its a love / hate thing  #reunion
Positive,My 5c: #Bing will replace Google and #Wave MS Office. 
Positive,What does bing mean?  http://ping.fm/MpQoy
Positive,"@DDrazic Thanks mate, &quot;The security risks of Web 2.0&quot; - not revolutionary but still important "
Positive,@Silkdesign #followfriday you back ! 
Positive,Sharing my musical skills tonight...lookout world 
Positive,Watching Pokemon with Em 
Positive,"@heronfield It wasn't wankers cramp, it was wankers strain   Only Deep Heat will work now "
Positive,My gawrjus #pussy lovers and two of the funniest gals ever! @glasgowlassy and @karen230683  #followfriday 
Positive,on the phone to alex talking about our holiday 
Positive,"@annika, @gitta, @bjornfalkewik, are you guys sitting in a coffee house close to the city? I can join you probably? "
Positive,@Norri im a big fan of HTC  love the Android soo cool !!
Positive,@ogrisel Would be nice indeed. 
Positive,"@TeamHate yeah, technically I work too, but I'm sick *cough cough* "
Positive,@sylnt I do too *cheers* 
Positive,Silence speaks louder than words. 
Positive,Jeremy Kyle is on 'This Morning' ahahah yesss! I LOVE HIM 
Positive,- been up for 2 days straight. LoL. i NEVER sleep. 
Positive,http://twitpic.com/669gz - Moving out to #Trydan twitter meet up. See you there! 
Positive,Good night everyone. 
Positive,"SLEEEEEEEEP TIME FOR ME  banquet was awesome, and boys appreciation turned out well  i &lt;3 ascn."
Positive,"@thebletherer 'Morning bright &amp; sunny here, so's the weather. "
Positive,@BigDaws and good morning to you big daws  how's your morning??
Positive,@aussieboby You make me lol 
Positive,at workplace..lot of work to do 
Positive,@millitokyo tis my birthday tomorrow  goin to a local theme park 
Positive,currently in line for Indiana Jones at Disneyland!!! 
Positive,is looking forward to Champions Day at Old Trafford on Sunday - any journalists that would like to attend please tweet me 
Positive,GOOD things can happen if one let them.  *inspired* 
Positive,@lillian_taylor RAWRR!!! it means i love you in dinosaur 
Positive,Love the sound of rain knowing I can sleep in 
Positive,"@ASinisterDuck dont remember haha, quite a few  we do it every year, just hope bandwidth holds up"
Positive,ah! a shower always helps 
Positive,@loveonherwrist I hope you're having the time of your life tonite  Thinking of you !
Positive,@sarahjpin New cover looks great! 
Positive,"@nehsah , glad you like the pic "
Positive,At  work.....application management....sunshine 20 �C 
Positive,Happy-stupid-crazy tousist hahaha 
Positive,"&quot;At first I was afraid, I was pretrified!&quot; "
Positive,Precious is back  Yay!
Positive,Time for a boat on the river   http://twitpic.com/669h3
Positive,@BlairBonaldi: I have one too. Let's help each other. Let's start with eating chocolate. 
Positive,@fifisutherland Lol told u it was amazing 
Positive,BOM DIA ! GOOD MORNING! ******1000 FOLLOWERS*****  wif purty nambers tu  800-1000-2700 (and is the last day before vacations.)
Positive,WayneHEAD 
Positive,#fr @phil76 awesome thank you man! 
Positive,The Longest Pull Website will be closing on 30th June 2009. If you have not had chance to donate please feel free to  (via @longestpull)
Positive,@pippadrysdale wow that's awesome! 
Positive,"Looking forward to tonight now  too early to start getting ready? Yeah, maybe."
Positive,Looking fwd to Prargue Food Festival: this weekend. 
Positive,@gerardway congrats! 
Positive,@HospitalityMan  got the laptop but no golden rings  This weekend's job is to get it all set up - oh joy
Positive,@Taryll hey im tori  how are you?
Positive,@lexrigby  I'M EXCITED! AAAARRRGH! and i have had possibly too much coffee. Brbzitboop! KRRrrkzik!  .... and relax.  
Positive,@mrtrev give us the addy and we'll all be there!!! 
Positive,@HWhitters very strong start 
Positive,Only in #Japan: Toilet paper with horror story printed on it - will make you crap your pants.  http://tinyurl.com/mnuuet #Koji #Suzuki
Positive,@Nath_gamer Smitty should I get Ninga Gadian!!!!!! and you can help me out in it because I'll need the help  I kinda suck at Ninga games
Positive,cutting a short film 
Positive,@MarieC09 I`L bring the sun lotion 
Positive,"@francetales @k_sam Oh, yes, wine o'clock is a daily occurrence chez nous. Early and often.  hic."
Positive,NOM! White mice 
Positive,@gumballofficial good morning!  Are the updates already up? I'm affraid I missed them somehow... Cheers! 
Positive,@bellaclara Of course absolutely swimmingly 
Positive,@paddydonnelly i would like to follow my mom... Does Obama has twitter? Or Godzilla! 
Positive,well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it's worth the wait! 
Positive,lucky me� I got into the finals from a Bacardi promotion. traveling around europe 
Positive,@untrainedninja @chingberry need i say?  see you later!
Positive,@MrsSOsbourne welcome to twitter  how exciting! now I have to get my mum to join . . .
Positive,Saturday night fever is on amc. Tune in! All time classic! 
Positive,is waiting for 6pm! 
Positive,@ChristineKraft Good. That's what I thought. Just checking.  Prrrr prrr prrrr
Positive,@James_Phelps Thank you !!!!!!!!!!!!!!!! another trivia to fill my overly full head with  XX
Positive,can't express the feeling i have now... all i can say is TO GOD BE THE GLORY... 
Positive,@thomasfiss - i'm so excited to see what you have in store next ;) i support 1000000% 
Positive,"@basswulf Black, one suger please  Actually I just made one."
Positive,"@StevieJ102 Steve, seriously, I can only explain it with a pic! Or, that gadget in total recall with the impression of the aliens hand. "
Positive,"to do list : continue packing, put on nailpolish, sleepover at Mik's. BORACAY tmrw. YAY beach "
Positive,"it took a long time b/c of writing descs!  wrote a new one for tirloth and pwned!elathrad. i'll probably scrap them tomorrow, but. "
Positive,@BrianJacobSmith Oh.. And I cant wait to see the episodes. Im sure you're all doing brilliantly 
Positive,"@SelenaShines @nialater hold on, i have another question before i go off to bed  ah haaaaaaaaa !"
Positive,"@benkowalewicz haha I'm good I guess  so I believe you will be in Germany next week, are you excited? having any plans on partying yet?"
Positive,@latifaM All the best to you too as you are beginning a new journey. 
Positive,@aheritier Thanks for fixing the Maven Eclipse plugin so it can work with Wicket again 
Positive,"@Graciouskisay i refuse to help, ur wearin ed hardy LOL "
Positive,Work til 10. Home to nap. Watching The Big Bang Theory all night. 
Positive,@monicaharris How about fingers &amp; toes! 
Positive,@Miss_Melbourne Tks 
Positive,@chebz thanks for the #followfriday 
Positive,@jamilafdance thankyou! 
Positive,"@benkurakot @pkBLGdonahue well, yeah think i'm pretty lucky. huh! haha thanks "
Positive,@MiBL Woooo it was great! Very good music. And I you got a great deal for that CD 
Positive,@BillFranco thanks for following.have followed you already 
Positive,"home-sweeet-homeee!  driver fetched me home from cousin's house today, saved me from walkkking . hohoho :B"
Positive,"@Netra Can't accomodate 20,may be 2 -3 ppl for a night or two.  Will ask around.'"
Positive,"@Catiedit not much of a weekend for me I'm afraid, I get to work tomorrow.  =\ I'll just have to make the most of tonight and sunday. "
Positive,@belovedjm yay! Maya is a really cute name - good meaning too from memory 
Positive,@Copsucker No dancing - I'll be a happy voyeur though  I have a &quot;coffee talk&quot; radio interview in the morning so I need to sleep... mwuah!
Positive,yay! weekend is here!  Heading to expo for Songs of solomon later on. 
Positive,"Hmmm, I think it might be time for tea &amp; cake. "
Positive,@WETTKISSES u bogus! how u gon club witout me! lol j/p heyy mamaz 
Positive,"at last!.... my cam is fixed!.......... leaving 2morrow with friends and hopefully heading to kartzone, if it stops raining.... "
Positive,"Enjoying my FREE month membership at Snap Fitness! I've worked out 3 days this week so far. A little sore, but can still move "
Positive,@mitchelmusso Very very cool  Its holiday-time and I usually sleep long. BUT I will wake up early on Tuesday to receive the cd 
Positive,@Upali maybe it can start a new chapter...like the soaps...Archie separates from Veronica and weds Betty...happy ending 
Positive,I'm singing Should've Said No by Taylor Swifty 
Positive,@kirstyrawrr oh yeeeahhh thats why @shaundiviney and @bradiewebbstack love us HAHA 
Positive,looking 4 new interesting people to follow 
Positive,Wishing the day would hurry up so I can go and chill in the park 
Positive,@Sparkle_Chi yup yup she is  aww well im sure somethin will turn up soon! if not im sure amber wud build a house out of paper or manga lol
Positive,The rain stopped. Thank God.  I hope the sun will shine tomorrow. Off to the beach in a few hours. 
Positive,10 days clear of writing... whatever will I do? The benefits of handing in a piece early and before deadline. 
Positive,@faztangel   U too! I'll be Tweeting about it! 
Positive,@DomesticSluts New teatowels are the bizzo 
Positive,@iDanger09 thanks for the link  this song's on Night at the Museum 2.. they were the Cherubs! http://bit.ly/Yo6YD
Positive,@rkojoe  the one that got R18 by MTRCB 
Positive,I CAN DO THIS! 
Positive,@followcharlotte Love it!  
Positive,shares http://tr.im/mLRR more info about Yahoo's Purple Project.  http://plurk.com/p/wyrws
Positive,@ArvindRocks lol... amazing - isnt it? Weekend plan chalked out? Incoming cash - cant get better 
Positive,"@divinefusion I'll talk about the idea once I've made it work, lol. Don't wanna talk about something I haven't got to work yet "
Positive,have a surprise for parisindy when I see her next.   
Positive,"@cliver07 I totally agree, each day is the opportunity to unleash our creative powers! "
Positive,"@rcbonayatwork  You have to keep a younger outlook. I sure don't feel like a granny, and I don't act like one either! "
Positive,hi peoples dang im tired my bf broke up with me and i need someones sholder to cry on at least my friend is setting me up with her ex 
Positive,or Wolfram|Alpha is going to substitute everything! 
Positive,@pet2107 I'm good  how are you? I hope all is well. 
Positive,@aussieboby Ewww yuk. Plain ol' rice will do me fine 
Positive,TY for the #followfriday luv...follow him tweeple @paul_steele he's a fun tweep and owner of 2 luvly bassets!  x
Positive,"Just woke up after sleeping from 11 in the morning. So i have no idea what to do on twitter, haha im a newb. Had desert for dinner mmm... "
Positive,"@GemmaCartwright give it time, it's still early! "
Positive,"yep,i did it! not becauseIowe anything on it, but to help me not to purchase so much stuff in the future! "
Positive,"I have taken ONE call so far. Urgh. Work, please give me work! Still buffet food later apparently, and we all rock says upper management. "
Positive,"@fabrikade thanks, and yeah, that was pretty cute.  The site is actually quite nice."
Positive,@JasonD interviewed by @ChrisGarrett of Promotions.co.uk - http://bit.ly/FapF6  - Great Comedy Images 
Positive,@joeymcintyre If u want send me the pic &amp; I'll crop it for ya!!! 
Positive,@GoPetFriendly youre welcome   good luck with the launch!
Positive,New Here 
Positive,1 hour left ... to start for dis weekends trek from pondy 
Positive,Bye twitter 
Positive,I am following you guys  everybody
Positive,Morning peeps!  x
Positive,@shaundiviney the male host on my plane thought you were cute lovey 
Positive,@FrankieTheSats go get one   otherwise yourll be regretting it the whole day haha 
Positive,@luluchandie85 nothings  #30SECONDSTOMARS
Positive,Looking forward to a civilised eve drink with friends. Yeah right! Civilised until the vino takes hold of my little legs... 
Positive,@angeloy gua 74. lo ank mn? 
Positive,@whitegirlrapper hope we can help  http://twitjobs.co.uk
Positive,@KALGB eu uso wireless no vista 
Positive,"Responsen i twitter-surveyen har varit mkt god, and still goes on... "
Positive,"Plans for today, actually clean my room, actually tidy my room, change bedding, and then chill. "
Positive,@androidtomato @_supernatural_ @HAMMER32 @Meehra *waves energetic like always*  Need a break before lunch to say hello to you.
Positive,@Lajeski_Moss at a dinner party you can never go wrong with fruuuubes LOL 
Positive,loves @bendennis video chats &amp; can't wait for @julespari to wake up tomorrow &amp; see the BBM's she sent 
Positive,boys before flowers is AWESOME. specially so yijung and cha gaeul's story. try to watch it. it's great. 
Positive,@dar474 10am flight is not too far away...  sleep well and get up by 7am  Hope u enjoyed Tukwila
Positive,YAY @Jonasbrothers answered my twitter cmnt on their facebook chat! Watch it and hear it. When are you guys come to Australia? 
Positive,Having a lazy Friday  Off school til Thursday the 4th
Positive,"I'ma get you high today. Because it's Friday, you ain't got a job, and you ain't got shit to do!... Goodmorning "
Positive,Back from LSC! ACET doesnt have science pala! Ang saya 
Positive,"@b50 Don't I always? :-P On a serious note, I hope you are able to fix on what you want to do, and then able to do just that, faaast! "
Positive,I gotta get outta here. G'bye and g'night in advance everyone 
Positive,"A couple of friends just gifted me some Microsoft Points for my birthday, what an awesome eco-friendly gift  Galactrix here I come! "
Positive,@taylorswift13 I seriously love you. You're so funny 
Positive,HVD Comic Serif Pro (free download --&gt; http://tr.im/mLRU) is the new Comic Sans! Spread the word 
Positive,OMG for some reason i really like facebook 
Positive,@Owais_Iqbal  welcome  
Positive,"@monolish hi there mono  how are you and how come you're in bed? lucccky!!! unless you're sick, then that's not lucky.  x"
Positive,The beginning of friday traffic.. Heading to GI 4 a long-awaited/planned dinner w/ the &quot;ducklings&quot; 
Positive,@zachuhtack uh oh you're not one of those guys who rides there razor in a skate park are you?? 
Positive,"So she is tester, thats y!!!!!!!!!! "
Positive,Off to to get pampered  Hope everyone Shake's and bake's their Cake and Snake  *Enjoy the weekend*
Positive,@PureApathy home made 
Positive,Prepared a new header for my blog..... http://lifeloveandlogic.wordpress.com   
Positive,Lookinq Arounddd  Just Joineddd 
Positive,"I am so bored, someone entertain me? "
Positive,"@iconoguy Yeah, I guess we do... I prefer the lighter beer...my fav is beer mixed with lemon, in german we call it &quot;Radler&quot; "
Positive,@dipfico I resisted the temptation...  #quitsmoking
Positive,"@alanwhelan Hey Alan, cheers for following! Hope all is well in Trocaire.ie "
Positive,It must be really anti-climatic for people who will attend one of @ppk 's presentations if they happen to follow him on Twitter 
Positive,"@formulaic666 nice eyelashes, I thought "
Positive,"@ianthrelfall Hi Ian!! How did the gig  go?? See you soon, love you xxxx "
Positive,@beatbutcha LMAO yup... was not pretty 
Positive,@miano @kaboro karibuni   #furahiday's goin well. Not in skul yet tho' @miano am still sortin some issues
Positive,just registered for voting in next year's election under my married name  proud Poliquit 
Positive,"At Mi Corazon tequila bar with @kahlerisms, @LyndaN_1981 &amp; @MPLUSV. Fantastic place!!!! Having a great time "
Positive,Mnemonic for types of competition: Cranky People Often Can't Tolerate Each (other). I'll go with the grammar goof and just remember. 
Positive,@ivffox Good luck  How far along are you? Perhaps let one knwo - she can help with the deception  (and get really drunk!)
Positive,trutv is forsure very entertaining. hahhh. 
Positive,dude. still hoping?! will i win? 
Positive,"Oh my. I've just woke up... Time to get in that sun.  Morning people,thanks for the #FF. Mwwaaaaaaaa!"
Positive,"wishing large mac screen was in fact small mac book so could go work in the sun, SO HOT and its only 10.30... "
Positive,@katemeadows cool anberlin might see who's supporting and might go too 
Positive,"going to bed...NIGHT!!...er...MORN!!!...whatever, you get the point "
Positive,@architectjohn Have I told you lately that you are fabulous? 
Positive,"@SajidSarker:  oui, je t'accord...? Is that right? xP"
Positive,"?????? www.passpack.com. ??????? ???? ???? ? ??? ????? ??????? ? ?? ?? ??? ?? ???????, ??? ? "
Positive,@DonnieWalberg@tigerbabe I got Jimmys cd from@Shayminn when he was in Ireland too..........I'm lovin' it 
Positive,@pratheesh correction/corruption=Left politics 
Positive,@schmicles Where? 
Positive,#Followfriday @Ladders71 BBC Radio Kent's early riser DJ also a very nice tweeter! definitely worth a follow! 
Positive,@tzatz thanks for the follow 
Positive,@catarino congrats on achieving the 1000th 
Positive,@treasaint Thank you and thank you!! I'm off to my old home town to meet someone I haven't seen in 25 years! 
Positive,@simfin of course!! 
Positive,@bongmontesa TweetDeck is great!  You'll never imagine how Twitter would look without it.
Positive,Hehe! #liesgirlstell so true and funny! #liesgirlstell I've got a headache! 
Positive,was at ka bet's. now going to seria 
Positive,@lexpretend 'looking good in that Gucci bikini...' 
Positive,@gabbilove. good talk. thanks for the ear. 
Positive,@dinafragola Yes  Can't be worse that this  I hope?
Positive,i am rather sleepy now 
Positive,@benshephard Well Upton Park is the best place to play footie!! Come on you irons 
Positive,Going to study for my last exam  See yuhh!!!
Positive,@melly16 sher sher haha !! LEGEND 
Positive,.@BlowhornOz yeah i'll have to reinstall it and find my login  will let you know when i do mate!!
Positive,@shawnieora http://twitpic.com/664zz - You look Fabulous 
Positive,i would love to staple things to your temples 
Positive,"a-mazing show last night! shame i waited outside for like an hour to see you with me styleephone, rubbish :s lol but LOVED the show  andyx"
Positive,"Is actual Adam Lambert really following me here? Hmmm... Claims to be. Nice thought, since we did meet this week. But who really knows! "
Positive,morning lovely people. 
Positive,FINALLY finished Tale of Two Cities last night.  I feel extremely triumphant.  
Positive,"gonna say bye for a bit, tweet you all later peeps.   "
Positive,"@makavellirayne Santa Clara is the county, wuteva is a fucking state of mind "
Positive,On the way to Nottingham with Emily 
Positive,@hellomirv No gummy bears?!? Too bad... Any fizzy colas at least?? 
Positive,check out these social networking sites that pay for you to play  http://bit.ly/KjeaX
Positive,//surveys.polldaddy.com/s/F3C8BB4DAC58D58A/ - Poll for getting Edu-views of 1:1 laptops in schools - thanks to those that have replied 
Positive,The sun is out the sky is blue. I think it's chill out time by the canal and watch the world go by. 
Positive,Seeeeeing Hannah Montana today. 
Positive,having an epic night 
Positive,off to work.. have a wonderful day everybody 
Positive,@Rich_Fulcher Thanks man 
Positive,"@JessicaSimpson Hey Jessica my name is Caleb Price, I was dropping by to say hello to you and hope your doing well on your parts  w/b ok"
Positive,"album's pretty much finished! last final tweaks then putting it in 1,000 little boxes "
Positive,"@dougiemcfly loving the idea about having our own colony captain poynter. you find the island, i will provide the transport "
Positive,to twitter with my mac is like to climb the mount everest 
Positive,"chilling with the ipod on shuffle, and dim simz "
Positive,@segalovich ? ????? ???-???? ??????????? ?????  #kubok
Positive,"Another eventful day, term breaks are wonderful! "
Positive,http://twitpic.com/669ks - Wahey!! Look what came today!! 
Positive,"@Gailporter w00t for the fluff, have a great time at Legoland "
Positive,@shinyshiny Pleaswe dont.I will take your email out now!! 
Positive,"@PenguinBooks C'mon, I'm right, aren't I "
Positive,Lying bed... Sooo much to do today... But this is much more fun 
Positive,"@TomFelton Awww~, that's so sweet of your mom! "
Positive,Night Twitterville! See you again in a few hours 
Positive,@SexyKellyC west TX for now.. then possibly LA. 
Positive,@fjkinnit sounds like a ton of fun!! You enjoy that.. 
Positive,@cogitoenpanne Welcome back  This time you're free! No notebook and no effing Richard dickwotsit  mister data monitor...
Positive,@woodycakes ahhh! i hope so too! let me know .. hehe! 
Positive,Played a fun warm up set with craig before handing the decks onto Seb &amp; Chris. They're rocking it! 
Positive,"@adelgabot We have cheeseburgers, apple pie and soda  *shares*"
Positive,@zeroinfluencer I'm using the Mata Hari approach. 
Positive,"@_MeganElizabeth haha i'm so glad you came, a hot tub full of boys wanting to get naked is not my idea of a fun night unless you're there "
Positive,@F1sasha I second that ... 
Positive,@pluggerguy yeah - i saw that on the internets today. listening now 
Positive,@ohemgeejilly dang thats tiight!!! haha so i bet he's yo favorite laker huh 
Positive,it's raining 
Positive,I got some boxers. They say Chick Magnet on them. 
Positive,"@notxonhoj did you see the UI for Wave? Seriously, it will upset you and make you all antsy. "
Positive,@maas74 How did you find me out of curiosity? What Search Term did you use? Welcome to Twitter by the Way 
Positive,Woo I was just told that my friends friend who I met yesterday thought I was 20  apparently I have a very young face! I'm happy with that!
Positive,@scorpion032 good good. and now a first time entrepreneur  (i presume). infy was my first job too.
Positive,@siri_he *waves back*  Hey! It's almost lunch time for me as well. Mmmm home made vegetarian tikki masala = YUMMEEEH! 
Positive,#followfriday update @miss_geschiggd &amp; @griesgram999 - just for the conversations 
Positive,"@Apocalyptica, meinst du mich ? "
Positive,"p.s. did i tell you that we have the album title?? The day we ran into the sea.   ...aahh well, time for work."
Positive,@seanwyngaard do some work client service... 
Positive,@jaws_1 What am I doing? Listening to The Black Parade on repeat  you?
Positive,"@1jh isnt it? Its boiling, me is opting for a BBQ! "
Positive,"Sun is Shining, Weather is sweet....Thank God I'm Up....Catch me If u can "
Positive,@Gerel heck yes   http://bit.ly/o0ll3
Positive,"@justislaand As am I. Says so on my Friendster. And yes, SoEulmates. "
Positive,http://surveys.polldaddy.com/s/F3C8BB4DAC58D58A/ Plz have look at 1 min survey about 1:1 laptops in schools - thank to those so far 
Positive,work till three today... maybe i'll get lucky and get to leave at two or three 
Positive,"@Imaginethemusic I love it! adorable, just about to listen to songs now "
Positive,@fildanurina goodluck for the STOVIA 
Positive,40 sensational soft rock songs 
Positive,@kirstyrawrr they are hahaha  very jealous XD
Positive,@_Weebs i didn't want to leave my bed this morning either ahahaha. Go ooon you know you want to sleeeep 
Positive,ONE tweet with the wrong hashtags and I'm being followed by some anti-depression twitter account. 
Positive,don't you just love it when an unexpected order comes in  i'm a happy boy
Positive,@arnie1985 take care and don't spend tooooooooooooo much of time before your comp or laps 
Positive,"WEEEEKEND  and a very long, because we have another holiday monday...."
Positive,What a lovely day for a train ride! Gotta go and see a client in Clacton.  #essex
Positive,@ddlovato http://twitpic.com/65r98 - you look so mature and beautiful 
Positive,you gotta respect the market..its everyone's father...never miss with ur father 
Positive,@lachlanhardy Thanks lach! 
Positive,@stfallen True. They must be solid adamantium. No babies for THAT couple 
Positive,new @Bat_For_Lashes video (Pearl's Dream)  http://tinyurl.com/lq4v8q 
Positive,I love to love you 
Positive,@bethasaurr omg yayy  &lt;33
Positive,Kush is kickin' in... time to crash!  Nice to meet some real peeps 
Positive,@MrsSOsbourne hello Mrs O 
Positive,@yomichael: It was so hilarious! I hope you don't have any bruises. Such a good sport 
Positive,@ainakobets ummm so? just say hi  i'll say it backkkk  hahaha.
Positive,@georgesampson WOW! how good was your performance on BGT on thursday! that was the best performance EVER! you are amazing 
Positive,"@RockOn24 Thanks, sweetie. I had a lovely Birthday. "
Positive,@lemongeneration thats why i love him  question: pumunta ka ba dun sa fob concert nung 07?
Positive,awesome arvo 4km run &amp; rum &amp; coke now chops &amp; red wine 
Positive,Starting my brown bag at IPC media soon 
Positive,Ps- how on earth could I forget her? She's unforgettable 
Positive,On the way home... 
Positive,@Yukari_Fujii Time to rob the fridge I think! 
Positive,rt @laurakim123: Surely its not proper to be expected to work THIS hard on a friday! &lt;- she said proper @wenchy 
Positive,- Its only bley friday !!! What will the weekend bring us this time  BTW - Cars in for MOT - Hope it will pass 1st time.
Positive,"To know how to Get 16.000 Followers in 90 days &amp; Make no Money doing it? http://bit.ly/SlgV8 Good tipps, but money?  Jesus"
Positive,i heart huda 
Positive,how do u tell your boss you're no longer happy with work without getting fired?   hehehe any suggestions?
Positive,Fine...follow @BigDaws  for #followfriday ...why? well u just have to! Dammit!.  x
Positive,@neonriotsquad UH OH! Bricks them! What do you new shoes look like? 
Positive,@HartWayne U should chat about #liesgirlstell and #liesboystell on air today. Some funny ones 
Positive,@ashiebutt you can say worm is the best! 
Positive,@twitmeditation - i couldnt DM your DM ??!! all good - yes I am into meditation have been for years. 
Positive,@kuncheria: danks. 
Positive,very happy that the veronicas are doing a uk tour 
Positive,@lucybarrow looking forward to being there 
Positive,@NaiveLondonGirl i would vote yes to blogging about your first lesbian experience.  
Positive,im on myspace cracker tommorrow 
Positive,"goin to get breaky soon. should get our new phones today *happy dance* idk which one i want yet, i just wanna get a good deal "
Positive,@ASinisterDuck thats when it starts yeah 
Positive,I will shower now 
Positive,"@mrsjsuperfrau See, I told you!   Gym is bad for you but wine is good "
Positive,@JanayS haha its fine for me  im worried for my friends tho... xD
Positive,home. drank but didn't drunk. more dexter. goodnight 
Positive,@arjin KTB has me 
Positive,@the8333696 Thanks. Will do. Supposed to be fine this w/e too spesh for u mon-fri workers 
Positive,is off to the Crazy Lady's house  yay!
Positive,wahhoo well good shop in primark yesterday love abit of primani 
Positive,Life itself still remains a very effective therapist. #qoute 
Positive,is watching Twilight. again 
Positive,ok feeling betternow  see its always good to talk things through with people
Positive,@suilin @jinwy yea. It's going to be filled with mindless violent tearing adventure with sweats breaking out. 
Positive,holidays!!!! I love it 
Positive,@coolc2k8 hey small midget calum kidin =D ur kool wuu2 wb amy 
Positive,yeess! i just took all the clothes that i don't use anymore and i'm gonna take them to DA fleamarket  not feelin' lazy !! super
Positive,@Katie_McFlyy lmao. tranny ;)  lol . love that song  lmao . x
Positive,Wow. the mass effect 2 e3 teaser is short but nothing short of awesome 
Positive,Travel day: On my way to OR Tambo Intl Airport... Next stop - Cape Town...  
Positive,at work..the first half of the day was stressful..the second half is chilled  have an important meeting tomorrow! and CAMPIE AWARDS!!
Positive,yeah it's the weekend... gotta love that 
Positive,@ashleyemma aw shuks.. wonder if you could spread that around a bit.. a little fella allus needs biggin' up whenever possible 
Positive,"I'm doing well, thanks @Kogenre. Glorious day, apparently raining in Munich though!  Any job news? x"
Positive,@overheardatmoo really not sure abut meatcards  - intrigued about the gongs though - how big/small? sit on desk? carry in pocket?
Positive,On the train on my way so see the jonas brothers 3d concert. Opening day here in the sunny uk 
Positive,@eyshoyy Hey girl!! I am soo happy to see you! LOL!! 
Positive,goes to Heidelberg on the &quot;SWR3 Rock am RIng Tour&quot; 
Positive,"......As my last tweet of the day, &amp; for my 800th tweet, I leave you this! (I enjoy the upbeat part)  Goodnit... ? http://blip.fm/~78wr2"
Positive,@chris83 yay  hopefully my copier fixing skills from today will help!
Positive,"@chantalclaret some people &quot;hate&quot; to express their undying love. take that, haters.  you're now powerless!"
Positive,"Hmmm, we were just thinking about Paul 'The Party Animal' Parker and Richard 'Ricky Dicky Dickers' Anderson... Are they on Twitter? "
Positive,"@DamienCripps Hey Damien, cheers for the follow and the email - will have a read and get back to you "
Positive,@tabitca thankyou for the #ff 
Positive,is at home and happy to have talk to him over the phone a while ago. i loved it 
Positive,@ellabella83  wow....they are indeed infectious! They have instantly spread to GR towers! 
Positive,@jasperwagenmans how about some stories about Vegas 
Positive,@RockYourDay  Most people say I'm weird for going to bed so early. Lea has given me ideas of branding myself as a product consultant...
Positive,@butterflykate U should make your friend take you out again next wk and pay for you bcos of it 
Positive,"@JoyrexJ9 yeah, ace   &quot;See JJ, was it so hard to make a title sequence?&quot; All is forgiven after Star Trek though"
Positive,oh what a beautiful morning 
Positive,"::moral of the story here - maybe i need to &quot;apply myself&quot; and show my true abilities. or, not eat chic fil a after 8p. "
Positive,im thinking...i need a coffee to wake me up now lol 
Positive,PICTURE PERFECT SKYS !!!!!!!!!!!!!!!!!!!!!!!! performed at our skoool .... they were AWESOME !!!!!!!!!!!!!!!!!!!  &lt;33333333333
